path, name1, source1, url1, name2, source2, url2, name3, source3, url3,
"mod\question\OGBGM\msys21.ogg.wav","Rainy Days ","Higurashi no Naku Koro ni ","m18qsZ8jDyg",
"mod\question\OGBGM\msys22.ogg.wav","Dancers #1 ","Higurashi no Naku Koro ni ","127rv27P6AI",
"mod\question\OGBGM\msys23.ogg.wav","Dancers #7 (hm20_c9)","","",
"mod\question\OGBGM\msys24.ogg.wav","Snow #3 “First snow” (hm20_d6)","","",
"mod\question\OGBGM\msys25.ogg.wav","Snow #4 ＂Frozen to death＂ ","Higurashi no Naku Koro ni ","5G_DfhL8XP0",
"mod\question\OGBGM\msys26.ogg.wav","Sunrise ","Higurashi no Naku Koro ni ","DvBwbtRxE0A",
"mod\question\OGBGM\msys27.ogg.wav","Tell a thing (hm20_d7)","","",
"mod\question\OGBGM\msys28.ogg.wav","Lie lies-lies lie ","Higurashi no Naku Koro ni ","9D1MewtrV1M",
"mod\question\OGBGM\msys29.ogg.wav","Heigen wo Iku (Going to the Plains) ","Higurashi no Naku Koro ni ","3DpmpxF_VzQ",
"mod\question\OGBGM\msys30.ogg.wav",
"mod\question\OGBGM\msys31.ogg.wav","Days of children #3 ","Higurashi no Naku Koro ni ","F8iQ9urzH-8",
"mod\question\OGBGM\msys32.ogg.wav","Dancers #5 ","Higurashi no Naku Koro ni ","nQe2zT8nicI",
"mod\question\OGBGM\msysmi.ogg.wav","Spring Step (Mion) ","Higurashi no Naku Koro ni ","8gkVtW1QV6k",
"mod\question\OGBGM\msysre.ogg.wav","Lunch Time (Rena) ","Higurashi no Naku Koro ni ","oxvlQSktJpY",
"mod\question\OGBGM\msysri.ogg.wav","Baby's Walk (Rika) ","Higurashi no Naku Koro ni ","9kdlDI_Rb4A",
"mod\question\OGBGM\msyssa.ogg.wav","Small Town (Satoko) ","Higurashi no Naku Koro ni ","vCRrht6YcLk",
